customer_ref,incident_ticket_value,incident_ticket_id,affected_product,affected_product_standalone,assigned_to_group_id,assigned_to_group_value,assigned_to_user_id,assigned_to_user_value,ticket_category_id,ticket_check_id,ticket_category_value,ticket_check_value,ticket_element_value,closed_by_id,closed_by_value,close_cause,close_cause_code,closure_code_level_1_id,closure_code_level_1_value,closure_code_level_2_id,closure_code_level_2_value,created_by_value,created_by_id,created_when,custom_ola_start_date,date_closed,date_created,date_opened,ticket_element_id,escalation_status_id,escalation_status_value,incident_severity_id,incident_severity_value,jeopardy_level_id,jeopardy_level_value,jeopardy_time_days,modified_by_value,modified_when,ticket_priority_id,ticket_priority_value,expected_resolution_date,rel_res_trouble_ticket_status,resolution_date,resolution_state_id,resolution_state_value,resolved_by_id,resolved_by_value,source_system_id,source_system_value,status_id,status_value,ticket_type_id,ticket_type_value,history_date
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,High,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,Low,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,Normal,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,High,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,Low,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,Normal,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,High,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,Low,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,Normal,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
1000167222,CIT-102020-000001,9158639067913192936,,,9156495536113843000,Technical Support,9130663430013016312,,9156261025613829700,9156262275413831356,Fixed Internet and TV Services Incident,-,E-mail doesn't work,,,,,9156511297913855787,TV service,9156511415313855820,Device Error,sysadm,111,2020-10-23 17:52:44.0,,,2020-10-23 17:52:44.0,,9156261207713829700,,,,,,,,sysadm,2020-10-23 17:53:23.0,7091950761013643906,High,,,,,,,,,,91435431234345,Completed,9156261027613829700,Fixed internet service,2020-11-13-09-20-46
