subs_id,last_event_date,last_incoming_date,last_charge_date,last_payment_date
9158818010000000001,2020-08-31 00:01:00,NULL,2020-08-31 00:01:00,2020-08-31 00:01:00
9158818010000000002,2020-09-01 00:01:00,NULL,2020-09-01 00:01:00,2020-09-01 00:01:00
9158818010000000003,2020-09-02 00:01:00,NULL,2020-09-02 00:01:00,2020-09-02 00:01:00
9158818010000000004,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000005,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000006,2020-09-05 00:01:00,NULL,2020-09-05 00:01:00,2020-09-05 00:01:00
9158818010000000007,2020-09-06 00:01:00,NULL,2020-09-06 00:01:00,2020-09-06 00:01:00
9158818010000000008,2020-09-07 00:01:00,NULL,2020-09-07 00:01:00,2020-09-07 00:01:00
9158818010000000009,2020-09-08 00:01:00,NULL,2020-09-08 00:01:00,2020-09-08 00:01:00
9158818010000000010,2020-09-09 00:01:00,NULL,2020-09-09 00:01:00,2020-09-09 00:01:00
9158818010000000011,2020-09-10 00:01:00,NULL,2020-09-10 00:01:00,2020-09-10 00:01:00
9158818010000000012,NULL,NULL,NULL,NULL
9158818010000000013,NULL,NULL,NULL,NULL
9158818010000000014,NULL,NULL,NULL,NULL
9158818010000000015,NULL,NULL,NULL,NULL
9158818010000000016,NULL,NULL,NULL,NULL
9158818010000000017,NULL,NULL,NULL,NULL
9158818010000000018,NULL,NULL,NULL,NULL
9158818010000000019,NULL,NULL,NULL,NULL
9158818010000000020,NULL,NULL,NULL,NULL
9158818010000000021,NULL,NULL,NULL,NULL
9158818010000000022,NULL,NULL,NULL,NULL
9158818010000000023,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000024,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000025,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000026,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000027,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000028,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000029,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000030,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000031,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000032,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000033,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000034,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000035,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000036,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000037,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000038,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000039,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000040,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000041,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000042,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000043,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000044,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000045,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000046,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000047,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000048,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000049,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000050,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000051,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000052,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000053,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000054,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000055,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000056,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000057,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000058,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000059,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000060,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000061,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000062,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000063,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000064,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000065,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000066,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000067,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000068,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000069,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000070,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000071,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000072,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000073,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000074,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000075,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000076,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000077,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000078,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000079,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000080,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000081,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000082,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000083,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000084,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000085,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000086,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000087,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000088,2020-09-03 00:01:00,NULL,2020-09-03 00:01:00,2020-09-03 00:01:00
9158818010000000089,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000090,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000091,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000092,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000093,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000094,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000095,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000096,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000097,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000098,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000099,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000100,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000101,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000102,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000103,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000104,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000105,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000106,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000107,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000108,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000109,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
9158818010000000110,2020-09-04 00:01:00,NULL,2020-09-04 00:01:00,2020-09-04 00:01:00
